symbol,name,sector,industry,market_cap
FEIM,"Frequency Electronics, Inc.",Information Technology,Communications Equipment,Small Cap
FELE,"Franklin Electric Co., Inc.",Industrials,Machinery,Mid Cap
FET,"Forum Energy Technologies, Inc.",Energy,Energy Equipment & Services,Small Cap
FHTX,Foghorn Therapeutics Inc.,Health Care,Biotechnology,Small Cap
FIBK,"First Interstate BancSystem, Inc.",Information Technology,Software,Mid Cap
FICO,Fair Isaac Corporation,Information Technology,Software,Large Cap
FIGS,FIGS Inc. Class A Common Stock,Health Care,Biotechnology,Mid Cap
FIS,"Fidelity National Information Services, Inc.",Information Technology,IT Services,Large Cap
FIVE,"Five Below, Inc.",Consumer Discretionary,Specialty Retail,Large Cap
FIVN,"Five9, Inc.",Information Technology,Software,Small Cap
FIX,"Comfort Systems USA, Inc.",Industrials,Construction & Engineering,Large Cap
FIZZ,National Beverage Corp.,Consumer Staples,Beverages,Mid Cap
FLGT,"Fulgent Genetics, Inc.",Health Care,Biotechnology,Small Cap
FLIR,"FLIR Systems, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Mid Cap
FLO,"Flowers Foods, Inc.",Consumer Staples,Food & Staples Retailing,Mid Cap
FLOC,Flowco Holdings Inc. Class A Common Stock,Energy,Energy Equipment & Services,Mid Cap
FLR,Fluor Corporation,Industrials,Construction & Engineering,Mid Cap
FLS,Flowserve Corporation,Industrials,Machinery,Large Cap
FLT,"FLEETCOR Technologies, Inc.",Information Technology,IT Services,Large Cap
FLUT,Flutter Entertainment plc Ordinary Shares,Communication Services,Diversified Telecommunication Services,Large Cap
FLXN,Horizon Flexible Income ETF,Health Care,Pharmaceuticals,Small Cap
FLYW,Flywire Corporation,Information Technology,IT Services,Small Cap
FMC,FMC Corporation,Materials,Construction Materials,Small Cap
FND,"Floor & Decor Holdings, Inc.",Consumer Discretionary,Household Durables,Mid Cap
FORM,"FormFactor, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Mid Cap
FOUR,"Shift4 Payments, Inc.",Information Technology,Software,Mid Cap
FOX,Fox Corporation Class A,Communication Services,Media,Large Cap
FOXA,Fox Corporation Class A,Communication Services,Media,Large Cap
FOXF,Fox Factory Holding Corp.,Consumer Discretionary,Automobiles,Small Cap
FPS,Forgent Power Solutions Inc. Class A Common Stock,Information Technology,"Electronic Equipment, Instruments & Components",Large Cap
FRNM,Freenome Inc. Common stock,Health Care,Biotechnology,Small Cap
FROG,JFrog Ltd.,Information Technology,Software,Mid Cap
FRPT,Freshpet Inc,Consumer Staples,Food & Staples Retailing,Mid Cap
FRSH,Freshworks Inc. Class A Common Stock,Information Technology,Software,Mid Cap
FRTA,"Forterra, Inc.",Industrials,Building Products,Small Cap
FSLR,"First Solar, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals",Large Cap
FSLY,"Fastly, Inc.",Information Technology,Software,Mid Cap
FSS,Federal Signal Corporation,Industrials,Construction & Engineering,Mid Cap
FSTR,L.B. Foster Company,Industrials,Road & Rail,Small Cap
FTAI,FTAI Aviation Ltd.,Industrials,Commercial Services & Supplies,Large Cap
FTAIM,FTAI Aviation Ltd. 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,Industrials,Professional Services,Mid Cap
FTAIN,FTAI Aviation Ltd. 8.25% Fixed - Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,Industrials,Professional Services,Mid Cap
FTDR,"frontdoor, inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
FTK,"Flotek Industries, Inc.",Energy,Energy Equipment & Services,Small Cap
FTNT,"Fortinet, Inc.",Information Technology,Software,Large Cap
FTRE,Fortrea Holdings Inc. Common Stock,Health Care,Biotechnology,Small Cap
FTV,Fortive Corporation,Information Technology,"Electronic Equipment, Instruments & Components",Large Cap
FUBO,fuboTV Inc.,Communication Services,Media,Small Cap
FUL,H.B. Fuller Company,Materials,Chemicals,Mid Cap
FULC,"Fulcrum Therapeutics, Inc.",Health Care,Biotechnology,Small Cap
FUN,Six Flags Entertainment Corporation,Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
FWDI,Forward Industries Inc. Common Stock,Materials,Chemicals,Small Cap
FWRD,Forward Air Corporation,Industrials,Air Freight & Logistics,Small Cap
FWRG,First Watch Restaurant Group Inc. Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
GAP,Gap Inc. (The) Common Stock,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Large Cap
GATX,GATX Corporation,Industrials,Commercial Services & Supplies,Mid Cap
GBTG,Global Business Travel Group Inc. Class A Common Stock,Information Technology,Software,Mid Cap
GBX,"The Greenbrier Companies, Inc.",Industrials,Road & Rail,Small Cap
GD,General Dynamics Corporation,Industrials,Aerospace & Defense,Large Cap
GDDY,GoDaddy Inc.,Information Technology,Software,Large Cap
GDEN,"Golden Entertainment, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
GDRX,"GoodRx Holdings, Inc.",Health Care,Health Care Providers & Services,Small Cap
GDYN,"Grid Dynamics Holdings, Inc.",Information Technology,IT Services,Small Cap
GE,GE Aerospace,Industrials,Machinery,Mega Cap
GEF,"Greif, Inc.",Consumer Discretionary,Distributors,Mid Cap
GEGGL,Great Elm Group Inc.  7.25% Notes due 2027,Information Technology,Software,Small Cap
GEHC,GE HealthCare Technologies Inc. Common Stock ,Information Technology,Software,Large Cap
GEL,"Genesis Energy, L.P.",Energy,"Oil, Gas & Consumable Fuels",Mid Cap
GEMI,Gemini Space Station Inc. Class A Common Stock,Information Technology,Software,Small Cap
GEN,Gen Digital Inc. Common Stock,Information Technology,Software,Large Cap
GENB,Generate Biomedicines Inc. Common Stock,Health Care,Biotechnology,Small Cap
GENVR,Gen Digital Inc. Contingent Value Rights,Information Technology,Software,Small Cap
GERN,Geron Corporation,Health Care,Biotechnology,Small Cap
GETY,Getty Images Holdings Inc. Class A Common Stock,Information Technology,"Electronic Equipment, Instruments & Components",Small Cap
GEV,GE Vernova Inc. Common Stock,Energy,,Mega Cap
GEVO,"Gevo, Inc.",Materials,Chemicals,Small Cap
GFF,Griffon Corporation,Industrials,Building Products,Mid Cap
GFN,General Finance Corporation,Industrials,Commercial Services & Supplies,Small Cap
GFNSZ,General Finance Corporation,Industrials,Commercial Services & Supplies,Small Cap
GFS,GlobalFoundries Inc. Ordinary Shares,Information Technology,Semiconductors & Semiconductor Equipment,Large Cap
GGG,Graco Inc.,Industrials,Machinery,Large Cap
GH,"Guardant Health, Inc.",Health Care,Biotechnology,Large Cap
GHC,Graham Holdings Company,Consumer Staples,Household Products,Mid Cap
GHM,Graham Corporation,Industrials,Machinery,Small Cap
GIC,Global Industrial Company Common Stock,Information Technology,"Electronic Equipment, Instruments & Components",Small Cap
GIII,"G-III Apparel Group, Ltd.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Small Cap
GILD,"Gilead Sciences, Inc.",Health Care,Pharmaceuticals,Large Cap
GIS,"General Mills, Inc.",Consumer Staples,Food & Staples Retailing,Large Cap
GKOS,Glaukos Corp,Health Care,Health Care Equipment & Supplies,Mid Cap
GLIBA,Liberty Capital Corporation,Communication Services,Entertainment,Small Cap
GLIBK,Liberty Capital Corporation,Communication Services,Entertainment,Small Cap
GLOO,Gloo Holdings Inc. Class A Common Stock,Information Technology,Software,Small Cap
GLP,Global Partners LP,Energy,"Oil, Gas & Consumable Fuels",Small Cap
GLSI,"Greenwich LifeSciences, Inc.",Health Care,Biotechnology,Small Cap
GLUE,Monte Rosa Therapeutics Inc. Common Stock,Health Care,Biotechnology,Small Cap
GLUU,Glu Mobile Inc.,Communication Services,Interactive Media & Services,Mid Cap
GLW,Corning Inc,Information Technology,"Electronic Equipment, Instruments & Components",Large Cap
GM,General Motors Company,Consumer Discretionary,Automobiles,Large Cap
GME,GameStop Corp.,Consumer Discretionary,Specialty Retail,Large Cap
GMED,"Globus Medical, Inc.",Health Care,Health Care Technology,Large Cap
GMRS,GMR Solutions Inc. Class A Common Stock,Health Care,Health Care Providers & Services,Mid Cap
GMTX,"Gemini Therapeutics, Inc.",Health Care,Biotechnology,Small Cap
GNK,Genco Shipping & Trading Limited,Industrials,Marine,Small Cap
GNMK,"GenMark Diagnostics, Inc.",Health Care,Health Care Technology,Small Cap
GNRC,Generac Holdings Inc.,Industrials,Machinery,Large Cap
GNTX,Gentex Corporation,Consumer Discretionary,Auto Components,Mid Cap
GO,Grocery Outlet Holding Corp.,Consumer Staples,Food & Staples Retailing,Small Cap
GOGO,Gogo Inc.,Communication Services,Diversified Telecommunication Services,Small Cap
GOLF,Acushnet Holdings Corp.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
GOOG,Alphabet Inc.,Communication Services,Diversified Telecommunication Services,Mega Cap
GOOGL,Alphabet Inc.,Communication Services,Diversified Telecommunication Services,Mega Cap
GOOGM,Alphabet Inc. Depositary Shares representing a 1/20th Interest in a Share of Series A Mandatory Convertible Preferred Stock,Communication Services,Diversified Telecommunication Services,Mega Cap
GOOGN,Alphabet Inc. Depositary Shares representing a 1/20th Interest in a Share of Series B Mandatory Convertible Preferred Stock,Communication Services,Diversified Telecommunication Services,Mega Cap
GPC,Genuine Parts Company,Consumer Discretionary,Specialty Retail,Large Cap
GPCR,Structure Therapeutics Inc. American Depositary Shares,Health Care,Biotechnology,Mid Cap
GPGI,GPGI Inc.,Industrials,Machinery,Mid Cap
GPI,"Group 1 Automotive, Inc.",Consumer Discretionary,Automobiles,Mid Cap
GPK,Graphic Packaging Holding Company,Consumer Discretionary,Distributors,Mid Cap
GPN,Global Payments Inc.,Industrials,Professional Services,Large Cap
GPOR,Gulfport Energy Corporation Common Shares,Energy,"Oil, Gas & Consumable Fuels",Mid Cap
GPRE,Green Plains Inc.,Materials,Chemicals,Small Cap
GRAL,GRAIL Inc. Common Stock ,Health Care,Biotechnology,Mid Cap
GRBK,"Green Brick Partners, Inc.",Industrials,Construction & Engineering,Mid Cap
GRC,The Gorman-Rupp Company,Industrials,Machinery,Small Cap
GRDN,Guardian Pharmacy Services Inc. Class A Common Stock,Health Care,Pharmaceuticals,Mid Cap
GRPN,"Groupon, Inc.",Communication Services,Diversified Telecommunication Services,Small Cap
GSAT,"Globalstar, Inc.",Communication Services,Diversified Telecommunication Services,Mid Cap
GT,Goodyear Tire & Rubber Company,Consumer Discretionary,Auto Components,Mid Cap
GTES,Gates Industrial Corporation plc,Industrials,Machinery,Mid Cap
GTLB,GitLab Inc. Class A Common Stock,Information Technology,Software,Mid Cap
GTLS,"Chart Industries, Inc.",Industrials,Machinery,Mid Cap
GTM,ZoomInfo Technologies Inc Common Stock,Information Technology,Software,Small Cap
GTN,"Gray Television, Inc.",Communication Services,Media,Small Cap
GVA,Granite Construction Incorporated,Industrials,Construction & Engineering,Mid Cap
GWRE,"Guidewire Software, Inc.",Information Technology,Software,Large Cap
GWW,"W.W. Grainger, Inc.",Industrials,Trading Companies & Distributors,Large Cap
GXO,GXO Logistics Inc. Common Stock ,Industrials,Air Freight & Logistics,Mid Cap
GYRE,Gyre Therapeutics Inc. Common Stock,Health Care,Biotechnology,Small Cap
H,Hyatt Hotels Corporation,Consumer Discretionary,"Hotels, Restaurants & Leisure",Large Cap
HAL,Halliburton Company,Energy,Energy Equipment & Services,Large Cap
HALO,"Halozyme Therapeutics, Inc.",Health Care,Biotechnology,Mid Cap
HAS,"Hasbro, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Large Cap
HAYW,"Hayward Holdings, Inc.",Industrials,Electrical Equipment,Mid Cap
HCA,"HCA Healthcare, Inc.",Health Care,Health Care Equipment & Supplies,Large Cap
HCC,"Warrior Met Coal, Inc.",Materials,Metals & Mining,Mid Cap
HCKT,"The Hackett Group, Inc.",Information Technology,IT Services,Small Cap
HCSG,"Healthcare Services Group, Inc.",Health Care,Health Care Equipment & Supplies,Small Cap
HD,"Home Depot, Inc.",Consumer Discretionary,Household Durables,Mega Cap
HDSN,"Hudson Technologies, Inc.",Materials,Chemicals,Small Cap
HEI,HEICO Corporation,Industrials,Aerospace & Defense,Large Cap
HELE,Helen of Troy Limited,Consumer Staples,Household Products,Small Cap
HESM,Hess Midstream LP,Energy,"Oil, Gas & Consumable Fuels",Mid Cap
HGV,Hilton Grand Vacations Inc.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,Large Cap
HIMS,"Hims & Hers Health, Inc.",Consumer Staples,Household Products,Mid Cap
HL,Hecla Mining Company,Materials,Metals & Mining,Large Cap
HLF,Herbalife Ltd.,Consumer Staples,Food & Staples Retailing,Mid Cap
HLIO,"Helios Technologies, Inc.",Industrials,Machinery,Mid Cap
HLIT,Harmonic Inc.,Health Care,Biotechnology,Small Cap
HLLY,Holley Inc. Common Stock,Consumer Discretionary,Auto Components,Small Cap
HLMN,Hillman Solutions Corp. Common Stock,Materials,Chemicals,Small Cap
HLT,Hilton Worldwide Holdings Inc.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Large Cap
HLX,"Solutions Group, Inc.",Energy,Energy Equipment & Services,Small Cap
HMH,HMH Holding Inc. Class A Common Stock,Energy,Energy Equipment & Services,Small Cap
HMHC,Houghton Mifflin Harcourt Company,Consumer Staples,Household Products,Small Cap
HNGE,Hinge Health Inc. Class A Common Stock,Information Technology,Software,Mid Cap
HNI,HNI Corporation,Industrials,Commercial Services & Supplies,Mid Cap
HNRG,Hallador Energy Company,Materials,Metals & Mining,Small Cap
HNST,The Honest Company Inc. Common Stock,Materials,Paper & Forest Products,Small Cap
HOG,"Harley-Davidson, Inc.",Consumer Discretionary,Automobiles,Mid Cap
HOME,At Home Group Inc.,Consumer Discretionary,Specialty Retail,Mid Cap
HONA,Honeywell Aerospace Inc. Common Stock ,Industrials,Aerospace & Defense,Large Cap
HONAV,Honeywell Aerospace Inc. Common Stock When Issued,Industrials,Aerospace & Defense,Large Cap
HOS,Hornbeck Offshore Services Inc. Common Stock,Energy,Energy Equipment & Services,Small Cap
HOV,"Hovnanian Enterprises, Inc.",Industrials,Construction & Engineering,Small Cap
HP,"Helmerich & Payne, Inc.",Energy,"Oil, Gas & Consumable Fuels",Mid Cap
HPE,Hewlett Packard Enterprise Co.,Information Technology,Communications Equipment,Large Cap
HPK,"HighPeak Energy, Inc.",Energy,"Oil, Gas & Consumable Fuels",Small Cap
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",Large Cap
HQY,"HealthEquity, Inc.",Health Care,Health Care Providers & Services,Mid Cap
HRB,"H&R Block, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
HRI,Herc Holdings Inc.,Industrials,Commercial Services & Supplies,Mid Cap
HRL,Hormel Foods Corporation,Consumer Staples,Food & Staples Retailing,Large Cap
HRMY,"Harmony Biosciences Holdings, Inc.",Health Care,Biotechnology,Small Cap
HROW,"Harrow Health, Inc.",Health Care,Pharmaceuticals,Mid Cap
HSIC,"Henry Schein, Inc.",Health Care,Health Care Providers & Services,Mid Cap
HSTM,"HealthStream, Inc.",Health Care,Health Care Providers & Services,Small Cap
HSY,The Hershey Company,Consumer Staples,Food & Staples Retailing,Large Cap
HTFL,Heartflow Inc. Common Stock,Health Care,Health Care Technology,Small Cap
HTLD,"PetMed Express, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Small Cap
HTZ,Hertz Global Holdings Inc Common Stock,Industrials,Commercial Services & Supplies,Small Cap
HTZWW,Hertz Global Holdings Inc Warrant,Industrials,Commercial Services & Supplies,Small Cap
HUBB,Hubbell Incorporated,Industrials,Electrical Equipment,Large Cap
HUBG,"Hub Group, Inc.",Industrials,Air Freight & Logistics,Mid Cap
HUBS,"HubSpot, Inc.",Information Technology,Software,Large Cap
HUM,Humana Inc.,Health Care,Health Care Providers & Services,Large Cap
HUN,Huntsman Corporation,Materials,Chemicals,Mid Cap
HURN,Huron Consulting Group Inc.,Industrials,Professional Services,Mid Cap
HVT,"Haverty Furniture Companies, Inc.",Consumer Discretionary,Household Durables,Small Cap
HWKN,"Hawkins, Inc.",Materials,Chemicals,Mid Cap
HWM,Howmet Aerospace Inc.,Industrials,Machinery,Large Cap
HXL,Hexcel Corporation,Information Technology,IT Services,Mid Cap
HY,"Hyster-Yale Materials Handling, Inc.",Industrials,Machinery,Small Cap
HYLN,Hyliion Holdings Corp.,Consumer Discretionary,Auto Components,Small Cap
HYMC,Hycroft Mining Holding Corporation,Materials,Metals & Mining,Mid Cap
HZO,"MarineMax, Inc.",Consumer Discretionary,Specialty Retail,Small Cap
IA,Innovative Solutions and Support Inc. Common Stock,Information Technology,Software,Small Cap
IAA,"IAA, Inc.",Industrials,Professional Services,Mid Cap
IAC,IAC Inc.,Communication Services,Diversified Telecommunication Services,Mid Cap
IART,Integra LifeSciences Holdings Corporation,Health Care,Health Care Technology,Small Cap
IAS,Integral Ad Science Holding Corp. Common Stock,Communication Services,Diversified Telecommunication Services,Small Cap
IAUX,i-80 Gold Corp. Common Shares,Materials,Metals & Mining,Small Cap
IBEX,IBEX Limited,Information Technology,Software,Small Cap
IBIT,iShares Bitcoin Trust ETF,,,Large Cap
IBM,International Business Machines Corporation,Information Technology,IT Services,Mega Cap
IBP,"Installed Building Products, Inc.",Industrials,Building Products,Mid Cap
IBRX,ImmunityBio Inc,Health Care,Biotechnology,Large Cap
IBTA,Ibotta Inc. Class A Common Stock,Information Technology,Software,Small Cap
ICFI,"ICF International, Inc.",Industrials,Professional Services,Small Cap
ICHR,"Ichor Holdings, Ltd.",Information Technology,Semiconductors & Semiconductor Equipment,Small Cap
ICUI,"ICU Medical, Inc.",Health Care,Health Care Equipment & Supplies,Mid Cap
IDCC,"InterDigital, Inc.",Communication Services,Diversified Telecommunication Services,Mid Cap
IDT,IDT Corporation Class B,Communication Services,Diversified Telecommunication Services,Small Cap
IDXX,"IDEXX Laboratories, Inc.",Health Care,Biotechnology,Large Cap
IDYA,"IDEAYA Biosciences, Inc.",Health Care,Biotechnology,Mid Cap
IEP,Icahn Enterprises L.P.,Industrials,Industrial Conglomerates,Mid Cap
IESC,"IES Holdings, Inc.",Industrials,Construction & Engineering,Mid Cap
IEX,IDEX Corporation,Industrials,Machinery,Large Cap
IFF,International Flavors & Fragrances Inc.,Materials,Chemicals,Large Cap
IFFT,International Flavors & Fragrances Inc.,Materials,Chemicals,Large Cap
IHRT,"iHeartMedia, Inc.",Communication Services,Media,Small Cap
IIIN,"Insteel Industries, Inc.",Industrials,Building Products,Small Cap
IIIV,"i3 Verticals, Inc.",Information Technology,IT Services,Small Cap
IKT,"Inhibikase Therapeutics, Inc.",Health Care,Biotechnology,Small Cap
ILMN,"Illumina, Inc.",Health Care,Biotechnology,Large Cap
IMKTA,"Ingles Markets, Incorporated",Consumer Staples,Food & Staples Retailing,Small Cap
IMMX,Immix Biopharma Inc. Common Stock,Health Care,Biotechnology,Small Cap
IMNM,"Immunome, Inc.",Health Care,Biotechnology,Mid Cap
IMRX,Immuneering Corporation Class A Common Stock,Health Care,Biotechnology,Small Cap
IMVT,"Immunovant, Inc.",Health Care,Biotechnology,Mid Cap
INBX,"Inhibrx, Inc.",Health Care,Biotechnology,Small Cap
INCY,Incyte Corporation,Health Care,Biotechnology,Large Cap
INDI,"indie Semiconductor, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Small Cap
INFQ,Infleqtion Inc. Common Stock,Information Technology,Software,Small Cap
INGM,Ingram Micro Holding Corporation Common Stock,Information Technology,Software,Mid Cap
INGR,Ingredion Incorporated,Consumer Staples,Food & Staples Retailing,Mid Cap
INNV,InnovAge Holding Corp.,Health Care,Health Care Equipment & Supplies,Small Cap
INOD,Innodata Inc.,Information Technology,IT Services,Small Cap
INSM,Insmed Incorporated,Health Care,Biotechnology,Large Cap
INSP,"Inspire Medical Systems, Inc.",Health Care,Health Care Technology,Small Cap
INSW,"International Seaways, Inc.",Industrials,Marine,Mid Cap
INTA,Intapp Inc. Common Stock,Information Technology,Software,Small Cap
INTC,Intel Corporation,Information Technology,Semiconductors & Semiconductor Equipment,Mega Cap
INTU,Intuit Inc.,Information Technology,Software,Large Cap
INVA,"Innoviva, Inc.",Health Care,Biotechnology,Small Cap
INVX,Innovex International Inc. Common Stock,Energy,Energy Equipment & Services,Small Cap
IONQ,IonQ Inc. Common Stock,Industrials,Building Products,Large Cap
IONS,"Ionis Pharmaceuticals, Inc.",Health Care,Biotechnology,Large Cap
IOSP,Innospec Inc.,Materials,Chemicals,Small Cap
IOVA,"Iovance Biotherapeutics, Inc.",Health Care,Biotechnology,Small Cap
IP,International Paper Company,Consumer Discretionary,Distributors,Large Cap
IPAR,"Inter Parfums, Inc.",Consumer Staples,Household Products,Mid Cap
IPGP,IPG Photonics Corporation,Information Technology,Semiconductors & Semiconductor Equipment,Mid Cap
IPI,"Intrepid Potash, Inc.",Materials,Construction Materials,Small Cap
IPSC,Century Therapeutics Inc. Common Stock,Health Care,Biotechnology,Small Cap
IPX,IperionX Limited American Depositary Share,Industrials,Professional Services,Small Cap
IQV,IQVIA Holdings Inc,Health Care,Biotechnology,Large Cap
IR,Ingersoll Rand Inc.,Industrials,Machinery,Large Cap
IRDM,Iridium Communications Inc.,Communication Services,Diversified Telecommunication Services,Mid Cap
IRMD,IRadimed Corporation,Health Care,Health Care Technology,Small Cap
IRON,Disc Medicine Inc. Common Stock,Health Care,Biotechnology,Mid Cap
IRTC,"iRhythm Technologies, Inc.",Consumer Discretionary,Specialty Retail,Mid Cap
IRWD,"Ironwood Pharmaceuticals, Inc. Class A",Health Care,Pharmaceuticals,Small Cap
ISRG,"Intuitive Surgical, Inc.",Health Care,Health Care Equipment & Supplies,Large Cap
ISSC,"Innovative Aerosystems, Inc.",Industrials,Aerospace & Defense,Small Cap
IT,"Gartner, Inc.",Information Technology,IT Services,Large Cap
ITG,ITG Inc. Class A Common Stock,Industrials,Construction & Engineering,Small Cap
ITGR,Integer Holdings Corporation,Health Care,Health Care Technology,Mid Cap
ITRI,"Itron, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Mid Cap
ITT,ITT Inc.,Industrials,Machinery,Large Cap
ITW,Illinois Tool Works Inc.,Industrials,Machinery,Large Cap
IVVD,Invivyd Inc. Common Stock,Health Care,Biotechnology,Small Cap
JACK,Jack in the Box Inc.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
JANX,Janux Therapeutics Inc. Common Stock,Health Care,Biotechnology,Small Cap
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Air Freight & Logistics,Large Cap
JBI,Janus International Group Inc. Common Stock,Industrials,,Small Cap
JBIO,Jade Biosciences Inc. Common Stock,Health Care,Biotechnology,Small Cap
JBL,Jabil Inc.,Information Technology,"Electronic Equipment, Instruments & Components",Large Cap
JBLU,JetBlue Airways Corporation,Industrials,Airlines,Mid Cap
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Staples,Food & Staples Retailing,Small Cap
JBTM,JBT Marel Corporation,Industrials,Machinery,Mid Cap
JJSF,J & J Snack Foods Corp.,Consumer Staples,Food & Staples Retailing,Small Cap
JKHY,"Jack Henry & Associates, Inc.",Information Technology,IT Services,Large Cap
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,Mega Cap
JOBY,Joby Aviation Inc. Common Stock,Industrials,Aerospace & Defense,Mid Cap
JOUT,Johnson Outdoors Inc.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
JSM,Navient Corporation SR NT 6% 121543,Materials,Chemicals,Small Cap
KAI,Kadant Inc.,Industrials,Machinery,Mid Cap
KALU,Kaiser Aluminum Corporation,Materials,Metals & Mining,Mid Cap
KALV,"KalVista Pharmaceuticals, Inc.",Health Care,Biotechnology,Small Cap
KARD,Kardigan Inc. Common Stock,Health Care,Biotechnology,Small Cap
KBH,KB Home,Industrials,Construction & Engineering,Mid Cap
KBR,"KBR, Inc.",Industrials,Construction & Engineering,Mid Cap
KD,Kyndryl Holdings Inc. Common Stock,Information Technology,Software,Mid Cap
KDK,Kodiak AI Inc. Common Stock ,Information Technology,Software,Small Cap
KDP,Keurig Dr Pepper Inc.,Consumer Staples,Beverages,Large Cap
KE,"Kimball Electronics, Inc.",Industrials,Electrical Equipment,Small Cap
KELYA,"Kelly Services, Inc.",Industrials,Professional Services,Small Cap
KELYB,"Kelly Services, Inc.",Industrials,Professional Services,Small Cap
KEX,Kirby Corporation,Industrials,Marine,Mid Cap
KEYS,Keysight Technologies Inc,Information Technology,"Electronic Equipment, Instruments & Components",Large Cap
KFRC,Kforce Inc.,Industrials,Professional Services,Small Cap
KFS,Kingsway Financial Services Inc.,Consumer Discretionary,Automobiles,Small Cap
KFY,Korn Ferry,Industrials,Professional Services,Mid Cap
KHC,Kraft Heinz Company,Consumer Staples,Food & Staples Retailing,Large Cap
KIDS,OrthoPediatrics Corp.,Health Care,Health Care Technology,Small Cap
KLAC,KLA Corporation,Information Technology,Semiconductors & Semiconductor Equipment,Large Cap
KLC,KinderCare Learning Companies Inc. Common Stock,Consumer Staples,Household Products,Small Cap
KLRA,Kailera Therapeutics Inc. Common Stock,Health Care,Biotechnology,Mid Cap
KMB,Kimberly-Clark Corporation,Consumer Staples,Household Products,Large Cap
KMI,Kinder Morgan Inc Class P,Energy,"Oil, Gas & Consumable Fuels",Large Cap
KMT,Kennametal Inc.,Industrials,Building Products,Mid Cap
KMTS,Kestra Medical Technologies Ltd. Common Stock,Health Care,Health Care Technology,Small Cap
KMX,"CarMax, Inc.",Consumer Discretionary,Automobiles,Mid Cap
KN,Knowles Corporation,Information Technology,Communications Equipment,Mid Cap
KNF,Knife Riv Holding Co. Common Stock,Materials,Construction Materials,Mid Cap
KNL,"Knoll, Inc.",Industrials,Commercial Services & Supplies,Small Cap
KNTK,Kinetik Holdings Inc. Class A Common Stock,Energy,"Oil, Gas & Consumable Fuels",Mid Cap
KNX,Knight-Swift Transportation Holdings Inc.,Industrials,Transportation Infrastructure,Large Cap
KO,Coca-Cola Company,Consumer Staples,Beverages,Mega Cap
KOD,"Kodiak Sciences, Inc.",Health Care,Biotechnology,Small Cap
KODK,Eastman Kodak Company,Industrials,Professional Services,Small Cap
KOP,Koppers Holdings Inc.,Materials,Chemicals,Small Cap
KOPN,Kopin Corporation,Information Technology,"Electronic Equipment, Instruments & Components",Small Cap
KOS,Kosmos Energy Ltd.,Energy,"Oil, Gas & Consumable Fuels",Small Cap
KR,The Kroger Co.,Consumer Staples,Food & Staples Retailing,Large Cap
KRMN,Karman Holdings Inc.,Health Care,,Large Cap
KRO,"Kronos Worldwide, Inc.",Materials,Chemicals,Small Cap
KROS,"Keros Therapeutics, Inc.",Health Care,Biotechnology,Small Cap
KRP,"Kimbell Royalty Partners, LP",Energy,"Oil, Gas & Consumable Fuels",Small Cap
KRT,"Karat Packaging, Inc.",Consumer Discretionary,Distributors,Small Cap
KRUS,"Kura Sushi USA, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
KRYS,"Krystal Biotech, Inc.",Health Care,Biotechnology,Mid Cap
KSS,Kohl's Corporation,Consumer Discretionary,Household Durables,Small Cap
KTB,"Kontoor Brands, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Mid Cap
KTOS,"Kratos Defense & Security Solutions, Inc.",Industrials,Aerospace & Defense,Large Cap
KURA,"Kura Oncology, Inc.",Health Care,Biotechnology,Small Cap
KVUE,Kenvue Inc. Common Stock,Materials,Chemicals,Large Cap
KVYO,Klaviyo Inc. Series A Common Stock,Information Technology,Software,Mid Cap
KWR,Quaker Houghton,Materials,Chemicals,Mid Cap
KYMR,"Kymera Therapeutics, Inc.",Health Care,Biotechnology,Mid Cap
