Date,AMD,ANET,AVGO,AXON,CCJ,CLS,COST,CRWD,DX-Y.NYB,GOOGL,HYG,IEF,IONQ,IWM,JNJ,KO,MCD,META,MNST,MSFT,NVDA,PEP,PG,PLTR,QQQ,RKLB,SMR,SPY,TSM,VRT,VST,WMT,^GSPC,^IRX,^VIX
2015-01-02,2.6700000762939453,3.797499895095825,7.581999923361489,26.700000762939453,14.59266661767877,11.770000457763672,113.84312272522585,,90.36000061035156,26.378983227414164,48.12139088619355,81.4063064400392,,103.25637173626298,76.12142706945686,29.299125052458084,69.95838746440872,77.83453633501802,9.116666793823242,39.52247590632005,0.48188379406929016,66.22096151010678,65.35778830627447,,95.21517876007134,,,170.05023439883547,16.627969529064032,,,23.171693184364784,2058.89990234375,0.029999999329447746,17.760000228881836
2015-01-05,2.6700000762939453,3.9375,7.517396785233632,26.149999618530273,14.396193775335584,11.729999542236328,113.69870468137587,,91.12999725341797,26.109054225279014,47.80484067993344,81.88204385705095,,101.67400783926473,75.7084100957717,29.597246993166276,69.34153003795986,77.24021653893278,9.014166831970215,39.27684068003301,0.4818837900801779,65.88611610162404,64.91889949437733,,94.04976944218181,,,168.22930272544193,16.398363004185473,,,23.023960060347953,2054.43994140625,0.00800000037997961,19.190000534057617
2015-01-06,2.6500000953674316,4.0,7.4332595910017485,26.110000610351562,14.172927655069396,11.550000190734863,112.8320413653634,,91.37999725341797,25.779690312710844,47.53657123561487,82.58802104353333,,101.14944105263069,75.60694067018076,29.403119409684,68.87328693702939,76.49732238295285,9.120833396911621,39.28528996016405,0.47446273049740956,65.62801522083615,64.97646148343519,,93.21470653888544,,,166.5154919065633,15.791017026541514,,,23.093793442924373,2022.1500244140625,0.023000000044703484,20.329999923706055
2015-01-07,2.630000114440918,4.024374961853027,7.290532448219383,25.889999389648438,14.271163147431439,11.479999542236328,114.42891833499586,,91.75,25.306691827600286,47.815554239870664,82.5572429261169,,99.80789536736974,75.29533192750317,29.673508835336524,69.31180150552343,76.03178006341751,9.36916732788086,38.94649491212867,0.46273288591791234,66.36051115087976,64.71024124770773,,92.43471673055203,,,165.96340157310811,15.991001515054489,,,23.308674934088586,2005.550048828125,0.023000000044703484,20.149999618530273
2015-01-08,2.5899999141693115,4.106874942779541,7.5519508297317115,26.190000534057617,14.146134549642175,11.59000015258789,116.80413055419922,,91.94000244140625,24.839136767008824,47.91748462466654,82.5112262738371,,101.18385985164454,76.8532886391242,29.936966519762432,70.03271056691376,76.01196753938302,9.779167175292969,39.59870491068326,0.46345107290842813,67.4835605885328,65.09878516083063,,93.80200613238534,,,168.097518405351,16.06506667920493,,,23.961354039664357,2030.6099853515625,0.019999999552965164,17.93000030517578
2015-01-09,2.630000114440918,4.126874923706055,7.847931875108249,26.6200008392334,14.25330122221873,11.520000457763672,115.93752773114683,,92.30999755859375,25.169493946278365,48.137489628944614,82.54195043529624,,102.17281929755532,77.17210885649526,30.138022280789126,69.83947676267309,77.45812998166669,9.846667289733887,40.32716369654809,0.4770961440695046,68.04860863355196,65.60242286215761,,95.08673875813895,,,170.06673530807703,16.013219056368186,,,24.259499875465526,2063.449951171875,0.014999999664723873,16.440000534057617
2015-01-12,2.619999885559082,4.130000114440918,7.893004531387337,26.239999771118164,13.940729274004331,11.4399995803833,115.21528412360766,,91.87999725341797,24.726708092501823,48.37892040438228,82.9332723888024,,101.2182529579576,76.20836159394368,29.860698175046107,69.5124433395735,77.10154216431334,9.728333473205566,40.16621443458641,0.47853232829914755,67.63006026571863,65.09879108254984,,94.35257427502823,,,168.42713425283634,15.598443174997719,,,24.001650498110084,2046.1300048828125,0.014999999664723873,18.020000457763672
2015-01-13,2.640000104904175,4.129374980926514,7.796099193283353,26.110000610351562,13.80677002061933,11.520000457763672,114.1079252433477,,92.02999877929688,24.89163920700457,48.287711265518965,83.04842346845314,,101.55362324118732,76.40405853860545,29.694314427574245,69.82459453612074,76.49733038531772,9.376667022705078,39.78506892176064,0.47494162012873226,67.43473402150481,65.31460963819083,,94.09564248824057,,,168.18810419723846,15.568817694963098,,,24.388422319329784,2031.5799560546875,0.019999999552965164,18.209999084472656
2015-01-14,2.5999999046325684,4.03125,7.595522468635251,25.329999923706055,12.931567679605937,11.550000190734863,112.35058212659243,,92.2300033569336,24.785147715355972,48.024801177491895,83.79268604411497,,99.73912406293277,75.25911109402324,29.174342820577948,67.96657065775356,75.69501431726496,9.465832710266113,38.92955017089844,0.465605566993629,66.59069359443605,64.55916196693225,,92.22364985371074,,,164.5049630452742,15.294763198523457,,,23.542352375886875,2018.4000244140625,0.02500000037252903,22.8700008392334
2015-01-15,2.619999885559082,4.096875190734863,7.779573367389677,26.18000030517578,12.860122224834805,11.579999923706055,112.30243727337731,,92.16000366210938,25.204660745054056,48.276977939466356,83.64690818834825,,100.81407763459055,74.61423136864268,29.69430682627483,68.35307849304117,75.67522385595701,9.882499694824219,39.149784264722,0.47589909310209455,67.76262305843619,65.10598204445367,,93.07709311557191,,,166.13647051424184,16.731663661875245,,,23.36776318038353,2013.75,0.023000000044703484,21.229999542236328
